Category,Product Name,Price_PKR,Raw_Specs,Source,Brand,VRAM,RAM,Storage
Laptop,"Acer Nitro 16 AN16 43 R2GJ AMD Ryzen 7 8845HS 16GB 512GB SSD 16"" WQXGA IPS 165Hz NVIDIA RTX 4060 8GB Graphics Win11 (Official Warranty)",310000,,Bulk_Scrape_Fixed,Acer,,16.0,512.0
Laptop,"ASUS TUF Gaming F17 FX707VU-HX175 Intel Core i7 13th Gen 16GB D5 512GB SSD 17.3"" FHD 144Hz Display NVIDIA GeForce RTX 4050 6GB Graphics RGB Backlit KB Dos Mecha Gray (Official Warranty)",325000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,HP Victus 16-R0042 Intel Core i7 13th Gen 16GB D5 1TB SSD 16.1″ FHD IPS Display NVIDIA GeForce RTX 4060 8GB Graphics Backlit KB Dos Mica Silver,328000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,"Asus Vivobook S 15 K5507QA-MA048W Snapdragon X Plus X1P 42 100 16GB D5 1TB SSD 15.6"" 3K OLED Win11 Cool Silver - (Official Warranty)",330000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"Dell Latitude 5450 Intel Core Ultra 7 165U vPro 32GB 512GB SSD 14"" FHD Display Backlit KB Win11 Pro Grey",340000,,Bulk_Scrape_Fixed,Dell,,32.0,512.0
Laptop,"Asus Vivobook S 14 K5406SA-PP075W Intel Core Ultra 7 256V 16GB D5 1TB SSD 14.0"" 3K OLED Backlit KB Win11 Blue - (Official Warranty)",350000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"DELL Alienware 16 Aurora Intel Core 7 240H 16GB 512GB SSD 16"" WQXGA 120Hz Display NVIDIA GeForce RTX 5050 8GB Graphics White Backlit KB Win11 Home Interstellar Indigo",350000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,Asus TUF FX507VV-LP299 Intel Core i7 13th Gen 16GB 512GB SSD 15.6 FHD 144Hz 8GB RTX 4060 GPU Backlit KB Dos (Offical Warranty),356000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,"HP Victus 15-FA2093DX Intel Core i7 13th Gen 16GB D5 1TB SSD 15.6"" FHD IPS 144Hz Display NVIDIA RTX 5060 8GB Graphics Backlit KB Win11 Mica Silver",360000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,ASUS TUF FX507VV-LP139W Intel Core i7 13th Gen 16GB 512GB 15.6 FHD 4060 8GB Graphics Win11 (Official Warranty),361000,,Bulk_Scrape_Fixed,Asus,,16.0,512.0
Laptop,"Asus Vivobook 16 V3607VU-RP118 Intel Core 7 240H 16GB D5 1TB SSD 16.0"" WUXGA NVIDIA RTX 4050 6GB Graphics Backlit KB Dos Matte Black - (Official Warranty)",361000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Asus Vivobook Pro15 N6506MU-MA029 Ultra 7 155H  16GB 1TB SSD 15.6 OLED Nvidia 6GB RTX 4050 GDDR6 Backlit Keyboard Dos Silver - (Offical Warranty),361000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Asus Zenbook 13 UX5304MA-NQ040W Core Ultra 7 155U 16GB 1TB 13.3 OLED Backlit KB Win11 (Official Warranty),376000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,Dell XPS 13 9315 Intel Core i7 12th Gen 16GB 512GB 13.4 FHD Backlit FP Win11 Sky Blue,379000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,Asus Vivobook Pro15 N6506MV-MA022 Ultra 7-155H 16GB 1TB SSD 15.6 OLED Nvidia 8GB RTX 4060 GDDR6 Backlit KB Dos  Grey - (Offical Warranty),387000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"Dell XPS 13 9345 Snapdragon X Elite Copilot+ PC 16GB 512GB SSD 13.4"" OLED 3K Touchscreen Display Backlit KB Fingerprint Reader Win11 Graphite",400000,,Bulk_Scrape_Fixed,Dell,,16.0,512.0
Laptop,Apple MacBook Air Z160008FZ M2 8-Core Chip 16GB 1TB SSD 13.6 IPS Retina Display 10-Core GPU - Midnight (2023),405000,,Bulk_Scrape_Fixed,Apple,,16.0,
Laptop,"ASUS Zenbook UX3405MA-PZ464W Intel Core Ultra 9 16GB 1TB 14"" Touch Backlit KB Win11 Blue - (Official Warranty)",407000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"DELL Alienware 16 Aurora Intel Core 7 240H 32GB 1TB SSD 16"" WQXGA 120Hz Display NVIDIA GeForce RTX 5060 8GB Graphics White Backlit KB Win11 Home Interstellar Indigo",428000,,Bulk_Scrape_Fixed,Dell,,32.0,
Laptop,Lenovo Legion 5 15IRX10 Intel Core i7 14th Gen 16GB 1TB 15.1″ OLED RTX 5060 8GB Graphics Backlit KB Win11 Black,430000,,Bulk_Scrape_Fixed,Lenovo,,16.0,
Laptop,Apple MacBook Air CTO Z18U000T5 M2 8-Core Chip 16GB 1TB SSD 15 IPS Retina Display 10-Core GPU - Midnight (2023),430000,,Bulk_Scrape_Fixed,Apple,,16.0,
Laptop,"ASUS Zenbook S 14 UX5406SA-PZ067W Intel Core Ultra 7 256V 16GB D5 1TB SSD 14.0"" 3K OLED Touch Display Backlit KB Win11 Home Scandinavian White - (Official Warranty)",437000,,Bulk_Scrape_Fixed,Asus,,16.0,
Laptop,"HP Spectre 14-EU0097NR Intel Core Ultra 7 155H 16GB 1TB 14"" 3K OLED x360 Touch Backlit KB FPR Win11 Black",475000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,"Asus Zenbook 16 UM5606WA-RJ263W Ryzen AI 9 HX 370 32GB D5 2TB SSD 16.0"" 3K OLED Touchscreen Backlit KB Win11 Scandinavian White (Official Warranty)",487000,,Bulk_Scrape_Fixed,Asus,,32.0,
Laptop,ASUS TUF FA401WU-RG047W Ryzen AI 9 HX370 32GB 1TB 14 WUXGA RTX 4050 6GB Win11 (Official Warranty),507000,,Bulk_Scrape_Fixed,Asus,,32.0,
Laptop,HP Omen 16-AN0119NR Intel Core Ultra 9 16GB 1TB SSD 16 WQXGA Display RTX 5070 8GB Backlit KB Win11 Black,540000,,Bulk_Scrape_Fixed,Hp,,16.0,
Laptop,Lenovo Yoga Pro 9 Ultra 7 155H 16GB 1TB 16 3.2K 165Hz RTX 4050 6GB Backlit KB Win11 Luna Grey (Official Warranty),575000,,Bulk_Scrape_Fixed,Lenovo,,16.0,
Laptop,"Acer Predator Helios Neo 16 AI PHN16-73-934N Intel Core Ultra 9 32GB 1TB 16"" 5070Ti 12GB Win11 Gaming - Laptops",630000,,Bulk_Scrape_Fixed,Acer,,32.0,
Laptop,"Acer Predator Helios Neo 16S AI PHN16S-71-99SA Intel Core Ultra 9 32GB D5 1TB SSD 16"" OLED WQXGA 240Hz Display NVIDIA RTX 5070Ti 12GB Graphics RGB Backlit KB Win11 Home Black (Official Warranty)",645000,,Bulk_Scrape_Fixed,Acer,,32.0,
Laptop,Lenovo Legion Pro 5 Gen 10 Intel Core Ultra 9 275HX 32GB 2TB SSD 16″ WQXGA OLED Display NVIDIA GeForce RTX 5070Ti 12GB Graphics RGB Backlit KB Window 11 Home Eclipse Black,730000,,Bulk_Scrape_Fixed,Lenovo,,32.0,
Laptop,"Acer Predator Helios 18 AI PH18-73-96Y0 Intel Core Ultra 9 32GB D5 1TB SSD 18"" WQXGA IPS Mini LED 250Hz Display NVIDIA RTX 5080 16GB Graphics Backlit KB Win11 Home Black (Official Warranty)",910000,,Bulk_Scrape_Fixed,Acer,,32.0,
Laptop,Lenovo Legion Pro 7 16IAX10H Ultra 9 64GB 1TB 16″ RTX 5080 16GB Win11 Gaming - Laptops,1025000,,Bulk_Scrape_Fixed,Lenovo,,64.0,
Laptop,"Asus ROG Strix G815LW-G18.U95080 Intel Core Ultra 9 32GB 2TB SSD 18"" WQXGA Display NVIDIA GeForce RTX 5080 16GB Graphics Backlit KB Win11 Eclipse Black Gaming - Laptops",1125000,,Bulk_Scrape_Fixed,Asus,,32.0,
Laptop,Apple MacBook Pro Z174001X7 M2 Max 12-Core Chip 96GB 2TB SSD 16 Liquid Retina XDR Display 38-Core GPU - Space Grey (2023),1270000,,Bulk_Scrape_Fixed,Apple,,,96.0
Laptop,"Acer Predator Helios 18 AI PH18-73-99HE Intel Core Ultra 9 96GB D5 2TB SSD 18"" WQUXGA 4K 120Hz Display NVIDIA RTX 5090 24GB Graphics Backlit KB Win11 Black (Official Warranty)",1299000,,Bulk_Scrape_Fixed,Acer,,,96.0
Laptop,"Asus ROG Strix SCAR 18 G835LX-XS97 Intel Core Ultra 9 32GB 2TB SSD 18"" WQXGA Display NVIDIA GeForce RTX 5090 24GB Graphics Backlight KB Win11 Black Gaming - Laptops",1530000,,Bulk_Scrape_Fixed,Asus,,32.0,
GPU,"Acer Predator Helios 18 AI PH18-73-96CY Ultra 9 64GB 1TB 18"" WQXGA NVIDIA RTX 5080 16GB Graphics Backlit KB Win11 Home (Official Warranty)",955000,,Search_Gap_Filler,Other,16.0,,
Laptop,"Lenovo IdeaPad Slim 3i 15IRU8 Laptop, Intel Core i3-1315U, 15.6 Inch FHD, 8GB LPDDR5, 256GB SSD, WiFi 6, Arctic Grey",82700,,Manual,Lenovo,,8.0,256.0
Laptop,"Dell Vostro 15 3530 Laptop | Intel Core i3- 1305U 8GB DDR4 512GB SSD Intel Graphics 15.6"" FHD 120Hz Display | Carbon Black",1515313,,Manual,Dell,,8.0,512.0
Laptop,Laptops,97500,,Manual,Other,,,
Laptop,"HP 15-FD0532NIA Laptop, Intel Core i3-1315U 4GB DDR4 256GB SSD Backlit KB 15.6"" FHD Display | Silver",103900,,Manual,Hp,,4.0,256.0
Laptop,"Lenovo V15 G4 IRU Laptop | Intel Core i3-1315U 8GB Memory 256GB SSD WiFi 6 15.6"" FHD | Business Black (Official Warranty)",105000,,Manual,Lenovo,,8.0,256.0
Laptop,"Lenovo IdeaPad Slim 3 15IRU8 Laptop | Intel® Core™ i3-1315U 8GB 256GB 15.6"" FHD | Arctic Grey (Official Warranty)",106990,,Manual,Lenovo,,8.0,256.0
Laptop,"Dell Vostro 15 3530 Laptop | Intel Core i3- 1305U 8GB DDR4 512GB SSD Intel Graphics 15.6"" FHD 120Hz Display | Carbon Black",110900,,Manual,Dell,,8.0,512.0
Laptop,"Dell Latitude 3340 2-in-1 Touchscreen Laptop Intel Core i5-1335U, 8GB DDR5, 256GB SSD, Intel Iris Xe Graphics, 13.3 Inch FHD Touchscreen, Windows 11 Home, New - Without Box",129990,,Manual,Dell,,8.0,256.0
Laptop,"Lenovo IdeaPad Slim 3 15IRH8 Laptop - Intel Core i5-13420H 8GB DDR5 512GB SSD 15.6"" FHD IPS Display | 83EM003RPS - Arctic Grey (Official Warranty)",132000,,Manual,Lenovo,,8.0,512.0
GPU,"PNY NVIDIA GeForce RTX 5050 Dual Fan Graphics Card, 8GB GDDR6, 2572MHz Boost, PCIe 5.0, HDMI/DP 2.1b, VCG50508DFXPB1",88500,,Czone,Pny,8.0,,
GPU,"ZOTAC Gaming GeForce RTX 5050 Twin Edge Graphics Card, 8GB GDDR6, 128-Bit, PCI Express 5.0 x8, ZT-B50500E-10M",89990,,Czone,Zotac,8.0,,
GPU,"Gigabyte GeForce RTX 5050 OC Low Profile 8G Graphics Card, 8GB GDDR6, 128-Bit, Boost 2587MHz, PCIe 5.0, DLSS 4, Model GV-N5050OC-8GL",89990,,Czone,Gigabyte,8.0,,
GPU,"ASRock Intel Arc B580 Challenger Graphics Card, 2740MHz GPU Clock, 12GB GDDR6, DisplayPort 2.1, HDMI 2.1a, Dual Fan Cooling",95000,,Czone,Other,12.0,,
GPU,"ASRock Radeon RX 9060 XT Steel Legend, Graphics Card, 3320MHz Boost, 8GB GDDR6, PCIe 5.0, DisplayPort 2.1a, HDMI 2.1b, White",105000,,Czone,Other,8.0,,
GPU,"PNY GeForce RTX 5060 8GB Dual Fan GPU, 2497MHz Boost Clock, 448GB/s Bandwidth, 128-bit, DLSS 4, Reflex, Ray Tracing, DisplayPort 2.1b x3, HDMI 2.1b, Dual-Slot, VCG50608DFXPB1",107000,,Czone,Pny,8.0,,
GPU,"ZOTAC GAMING GeForce RTX 5060 Twin Edge Graphics Card, 3840 CUDA Cores, 2497MHz Boost, 8GB GDDR7, 128-bit, PCIe 5.0 x8, 3x DisplayPort 2.1b, HDMI 2.1b, ZT-B50600E-10M",109000,,Czone,Zotac,8.0,,
GPU,"INNO3D GEFORCE RTX 5060 TI 8GB TWIN X2 Video Graphics Card N506T2-08D7-193075N 8GB GDDR7 128-bit, SFF Ready, DLSS 4",131990,,Czone,Other,8.0,,
GPU,"MSI GeForce RTX 5060 Ti 8G Gaming Trio OC Graphics Card, 8GB GDDR6, 2647MHz Boost, TRI FROZR 4 Cooling, Metal Backplate",145000,,Czone,Msi,8.0,,
GPU,"PNY NVIDIA GeForce RTX 5060Ti 16GB Overclocked Dual Fan OC Graphics Card, DLSS 4, PCIe 5.0, HDMI/DP 2.1, 2-Slot",152000,,Czone,Pny,16.0,,
GPU,ZOTAC GAMING GeForce RTX 5060 Ti 16GB Twin Edge Graphics Card | 4608 CUDA Cores | 2572 MHz | 128-bit GDDR7 | PCIe 5.0 x8 | IceStorm 2.0 Cooling,161990,,Czone,Zotac,16.0,,
GPU,"MSI GeForce RTX 5060 Ti 16G VENTUS 2X OC PLUS Graphics Card, 2617MHz Extreme, 2602MHz Boost, 16GB GDDR7, PCIe Gen5, 128-bit, DisplayPort x3, HDMI x1",177990,,Czone,Msi,16.0,,
GPU,"MSI GeForce RTX 5060 Ti 16G GAMING TRIO OC Graphics Card, 2662MHz Extreme, 2647MHz Boost, 16GB GDDR7, PCIe Gen5, 128-bit, DisplayPort x3, HDMI x1",184990,,Czone,Msi,16.0,,
GPU,"PNY NVIDIA GeForce RTX 5070 Epic-X ARGB OC Graphics Card, 12GB GDDR7, 192-Bit, Boost 2685MHz, PCIe 5.0, HDMI/DP 2.1, SFF-Ready, Model VCG507012TFXXPB1-O",197990,,Czone,Pny,12.0,,
GPU,"MSI GeForce RTX 5060 Ti 16G VANGUARD SOC Graphics Card, 16GB GDDR7, Boost 2692MHz, PCIe Gen5 x16, HDMI 2.1b, DisplayPort 2.1b",199990,,Czone,Msi,16.0,,
GPU,"ASUS Prime GeForce RTX 5070 Graphics Card, 12GB GDDR7, PCIe 5.0, HDMI and DisplayPort 2.1, 2.5-Slot",234000,,Czone,Asus,12.0,,
GPU,"ASRock Steel Legend RX 9070 XT 16G Graphics Card, AMD Radeon RX9070XT, Boost Clock Up To 2970MHz, Game Clock 2400MHz, 16GB GDDR6 256-Bit, PCI Express 5.0",245000,,Czone,Other,16.0,,
GPU,"PNY NVIDIA GeForce RTX 5070 Ti Overclocked Triple Fan Graphics Card, 16GB GDDR6, PCIe 5.0, HDMI DP 2.1, 2.9-Slot, DLSS 4",275000,,Czone,Pny,16.0,,
GPU,"ASUS Prime Radeon RX 9070 XT OC Edition Graphics Card, 16GB GDDR6, PCIe 5.0, HDMI and DisplayPort 2.1, 2.5-Slot",278000,,Czone,Asus,16.0,,
GPU,ZOTAC GAMING GeForce RTX 5070 Ti SOLID SFF OC 16GB GDDR7 256-bit Video Graphics Card ZT-B50710J3-10P,304990,,Czone,Zotac,16.0,,
GPU,"ZOTAC GAMING GeForce RTX 5070 Ti SOLID CORE OC White Edition Video Graphics Card, ZT-B50710Q2-10P, 16GB GDDR7",319000,,Czone,Zotac,16.0,,
GPU,"PNY NVIDIA GeForce RTX 5080 ARGB Overclocked Triple Fan Graphics Card, 16GB GDDR6, PCIe 5.0, HDMI DP 2.1, 2.9-Slot, Epic-X RGB, DLSS 4",385000,,Czone,Pny,16.0,,
GPU,"MSI GeForce RTX 5080 16G SHADOW 3X OC Video Graphics Card | G5080-16S3C, 16GB GDDR7 256-bit",395000,,Czone,Msi,16.0,,
GPU,"MSI GeForce RTX 5080 16G VENTUS 3X OC PLUS Graphics Card, 2655MHz Extreme, 2640MHz Boost, 16GB GDDR7, PCIe Gen5, 256-bit, DisplayPort x3, HDMI x1",399990,,Czone,Msi,16.0,,
GPU,"ZOTAC GAMING GeForce RTX 5080 SOLID CORE OC Graphics Card ZT-B50800J2-10P, 16GB GDDR7, 256-bit, PCIe 5.0, 2640 MHz, 30 Gbps, 3x DisplayPort 2.1b, HDMI 2.1b, 2.5 Slot",406900,,Czone,Zotac,16.0,,
GPU,"MSI GeForce RTX 5080 16G INSPIRE 3X OC Graphics Card, 2655MHz Extreme, 2640MHz Boost, 16GB GDDR7, PCIe Gen5, 256-bit, DisplayPort x3, HDMI x1",409990,,Czone,Msi,16.0,,
GPU,ZOTAC GAMING GeForce RTX 5080 AMP Extreme INFINITY ULTRA 16GB GDDR7 Graphics Card,435000,,Czone,Zotac,16.0,,
GPU,"ZOTAC GAMING GeForce RTX 5090 SOLID OC Graphics Card, 32GB GDDR7, 512-bit, 2422MHz, PCIe 5.0, 3.5-Slot",875000,,Czone,Zotac,32.0,,
GPU,MSI GeForce RTX 5090 32G VANGUARD SOC 32GB GDDR7 512bit Video Graphics Card,975000,,Czone,Msi,32.0,,
GPU,MSI GeForce RTX 5090 32G GAMING TRIO OC 32GB GDDR7 512-bit Video Graphics Card,975000,,Czone,Msi,32.0,,
Laptop,"ASUS Vivobook 15 A1504 Laptop Intel Core i5-1335U, 8GB, 512GB SSD, 15.6 Inch FHD, Backlit Keyboard, Fingerprint, Cool Silver",136900,,Czone,Asus,,8.0,512.0
Laptop,"Lenovo IdeaPad Slim 3 15ABR8 Laptop | AMD Ryzen 7 7730U 8C 16T, 8GB 512GB SSD 15.6"" FHD IPS | 82XM00ARPS | Official Warranty",138990,,Czone,Lenovo,,8.0,512.0
Laptop,"Dell Vostro 15 3530 Laptop Intel Core i5-1334U 8GB 512GB 15.6"" FHD 120Hz Display",139000,,Czone,Dell,,8.0,512.0
Laptop,"Dell Inspiron 3530 Touchscreen Laptop, 13th Gen Core i5-1334U, 8GB RAM, 512GB SSD, 15.6"" FHD Touchscreen, Windows 11 Home, Carbon Black",140900,,Czone,Dell,,8.0,512.0
Laptop,"Dell Inspiron 14 Laptop 5440, Intel Core i5-1334U, 8GB RAM, 512GB NVMe SSD, Backlit Keyboard, 14 Inch FHD+, Windows 11 Home, Carbon Black",143000,,Czone,Dell,,8.0,512.0
Laptop,"HP 15-FD0647TU Laptop, 13th Gen Intel Core i5-1334U, 8GB DDR4, 512GB SSD, 15.6"" FHD, Iris Xe, Backlit Keyboard, Windows 11, Natural Silver (Official Warranty)",143900,,Czone,Hp,,8.0,512.0
Laptop,"HP Laptop 15-FD0499NIA | Intel® Core™ i5-1334U 8GB DDR4 512GB SSD Intel Iris Xe Graphics Backlit KB WiFi 6E 15.6"" FHD Display",144900,,Czone,Hp,,8.0,512.0
Laptop,"HP 15-FD0355NIA Laptop 9Q341EA Intel Core i5-1334U 8GB 512GB Intel Iris Xe Graphics Backlit KB 15.6"" FHD Display",149900,,Czone,Hp,,8.0,512.0
Laptop,"HP 15-FD0150WM Laptop | Intel Core 5 120U | 8GB RAM | 512GB SSD | 15.6"" FHD Touchscreen | Windows 11 | Silver",150000,,Czone,Hp,,8.0,512.0
Laptop,"Dell 16 Laptop DC16250 Laptop, Intel Core 5 120U, 8GB DDR5, 512GB SSD, 16"" FHD+ Touch, Backlit Keyboard, Windows 11 Home, Silver",154500,,Czone,Dell,,8.0,512.0
Laptop,"HP Laptop 15-FD1311TU Laptop, Intel Core Ultra 5 125H, 8GB DDR5, 512GB SSD, 15.6"" FHD, Intel Arc Graphics, Backlit Keyboard, Silver",159800,,Czone,Hp,,8.0,512.0
Laptop,"Dell Vostro 15 3530 Laptop Intel Core i7-1355U 8GB DDR4 512GB SSD 15.6"" FHD 120Hz Display Carbon black",165900,,Czone,Dell,,8.0,512.0
Laptop,"Lenovo IdeaPad Slim 3 15IRH8 Laptop | Intel Core i7-13620H 16GB DDR5 512GB SSD 15.6"" FHD IPS Display",166900,,Czone,Lenovo,,16.0,512.0
Laptop,"HP 15-FD0557NIA Laptop 13th Gen Core i7-1355U, 8GB RAM, 512GB SSD, 15.6 FHD, Intel Iris Xe, Backlit KB, Natural Silver",176000,,Czone,Hp,,8.0,512.0
Laptop,"Lenovo LOQ Essential 15 Gaming Laptop, Intel Core i5-12450HX, 16GB DDR5 4800MHz, 512GB PCIe 4.0 SSD, NVIDIA GeForce RTX 2050 4GB, 15.6"" FHD IPS 144Hz, Luna Grey, 83LK005GUE",181990,,Czone,Lenovo,,16.0,512.0
Laptop,"HP 250 G10 Notebook PC BJ2X3UA, 15.6 Inch FHD, Intel Core i7-1355U Up To 5.0GHz, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, WiFi 6, Bluetooth 5.3",182000,,Czone,Hp,,16.0,512.0
Laptop,"HP ProBook 460 G11 Notebook PC A38FBET | Intel Core Ultra 5 Processor 125U, 8GB DDR5, 512GB SSD, Backlit KB, Fingerprint Reader, 16"" WUXGA IPS Display",189000,,Czone,Hp,,8.0,512.0
Laptop,"HP ProBook 460 G11 Notebook PC, Intel Core Ultra 5 125U, 8GB DDR5, 512GB SSD, 16"" WUXGA IPS Display, Backlit Keyboard, FreeDOS",190000,,Czone,Hp,,8.0,512.0
Laptop,"HP Victus Gaming Laptop 15-FA2013DX | Intel Core i5-13420H | 8GB DDR4 | 512GB SSD | NVIDIA GeForce RTX 3050 6GB | 15.6"" FHD IPS 144Hz | Mica Silver",190000,,Czone,Hp,,8.0,512.0
Laptop,"Lenovo ThinkBook 16 Gen 8 Laptop, Intel Core 5 210H, 16"" WUXGA IPS, 8GB DDR5, 512GB SSD, Integrated Intel Graphics, Backlit Keyboard, Fingerprint Reader, Arctic Grey, 21SH0036GQ (Official Warranty)",190900,,Czone,Lenovo,,8.0,512.0
Laptop,"HP 15-FD1310TU Laptop, Intel Core Ultra 7 155H, 8GB RAM, 512GB SSD, 15.6"" FHD Display, Intel Arc Graphics, Backlit Keyboard, Silver",194800,,Czone,Hp,,8.0,512.0
Laptop,"MSI Thin 15 B13UC-1000US Gaming Laptop | Intel Core i5-13420H 16GB 512GB NVIDIA Geforce RTX 3050 4GB Windows 11 15.6"" FHD 144Hz",194900,,Czone,Msi,,16.0,512.0
Laptop,"Dell Inspiron 5640 Laptop, Intel Core 7 150U, 16GB DDR5, 512GB SSD, 16 Inch FHD+ Display, Intel Integrated Graphics, Backlit Keyboard, Windows 11, Ice Blue",194990,,Czone,Dell,,16.0,512.0
Laptop,Lenovo Thinkpad T16 Gen 2 Business Laptop | Core i5-1335U 8GB DDR4 256GB SSD WiFi 6E - DOS | 21HJS7DL00,195000,,Czone,Lenovo,,8.0,256.0
Laptop,"Acer Nitro Lite NL16-71G-55JR Gaming Laptop, Intel Core i5-13420H, 16GB DDR5 4800MHz, 512GB PCIe NVMe 4.0 SSD, NVIDIA GeForce RTX 3050 6GB, 16"" WUXGA IPS 165Hz, Windows 11 Home, White (Official Warranty)",199000,,Czone,Acer,,16.0,512.0
Laptop,"Apple MacBook Air 13.3"" MGN63 Space Gray, M1 8-Core 8GB 256GB SSD",202900,,Czone,Apple,,8.0,256.0
Laptop,"HP Omnibook X Flip 16-AS0013DX Laptop, Intel Core Ultra 5 226V, 16GB DDR5, 512GB SSD, Intel Arc 130V 8GB Graphics, 16"" 2K x360 Touchscreen, Windows 11 Home, Eclipse",204900,,Czone,Hp,,16.0,512.0
Laptop,"ASUS ExpertBook B3402FVA Laptop, Intel Core i7-1355U Up To 5.0GHz, 16GB DDR4, 512GB SSD, 14 Inch FHD X360 Touch, Intel Iris Xe Graphics, Fingerprint Reader, Star Black (Official Warranty)",214000,,Czone,Asus,,16.0,512.0
Laptop,"Lenovo ThinkPad E14 G6 Intel Laptop Ultra 5 125H, 8GB DDR5-5600, 512GB SSD, 14 Inch WUXGA Display, Intel Arc Graphics, Black",214990,,Czone,Lenovo,,8.0,512.0
